,action,episode,reward,reward_jam,reward_waiting,step,time,total_reward
80,"[0, 0, 1, 0, 0, 1, 0, 1, 1]",0,"[-66.0, -3.2, -122.9, -102.7, -17.4, -46.0, -48.300000000000004, -34.3, -16.3]","[-34, -1, -48, -43, -8, -20, -15, -16, -7]","[-320.0, -22.0, -749.0, -597.0, -94.0, -260.0, -333.0, -183.0, -93.0]",81.0,405,-457.1
81,"[0, 0, 0, 0, 1, 1, 0, 0, 1]",0,"[-79.9, -3.7, -99.1, -116.9, -4.7, -15.9, -57.400000000000006, -17.4, -2.4000000000000004]","[-36, -1, -37, -45, -4, -11, -18, -11, -1]","[-439.0, -27.0, -621.0, -719.0, -7.0, -49.0, -394.0, -64.0, -14.0]",82.0,410,-397.4
82,"[1, 1, 0, 0, 1, 0, 0, 0, 1]",0,"[-68.80000000000001, -4.2, -64.5, -130.7, -10.0, -9.6, -68.6, -26.1, -2.2]","[-31, -4, -22, -46, -8, -7, -22, -15, -2]","[-378.0, -2.0, -425.0, -847.0, -20.0, -26.0, -466.0, -111.0, -2.0]",83.0,415,-384.7
83,"[0, 0, 0, 1, 0, 1, 0, 1, 0]",0,"[-36.400000000000006, -7.6, -31.5, -95.5, -12.9, -14.7, -76.1, -28.3, -2.7]","[-19, -6, -16, -38, -8, -9, -22, -18, -2]","[-174.0, -16.0, -155.0, -575.0, -49.0, -57.0, -541.0, -103.0, -7.0]",84.0,420,-305.7
84,"[0, 1, 1, 0, 1, 0, 1, 1, 0]",0,"[-28.8, -11.3, -16.4, -46.3, -16.9, -23.1, -61.800000000000004, -18.4, -3.3]","[-12, -8, -16, -23, -11, -13, -20, -14, -2]","[-168.0, -33.0, -4.0, -233.0, -59.0, -101.0, -418.0, -44.0, -13.0]",85.0,425,-226.3
85,"[1, 0, 1, 1, 1, 0, 0, 0, 0]",0,"[-28.700000000000003, -13.7, -31.7, -49.400000000000006, -24.0, -30.200000000000003, -66.80000000000001, -19.1, -6.300000000000001]","[-17, -8, -28, -28, -14, -15, -19, -14, -4]","[-117.0, -57.0, -37.0, -214.0, -100.0, -152.0, -478.0, -51.0, -23.0]",86.0,430,-269.90000000000003
86,"[0, 0, 1, 1, 0, 0, 1, 1, 1]",0,"[-39.900000000000006, -17.700000000000003, -43.5, -43.1, -29.5, -36.8, -32.8, -28.3, -4.2]","[-23, -9, -33, -36, -15, -16, -13, -18, -2]","[-169.0, -87.0, -105.0, -71.0, -145.0, -208.0, -198.0, -103.0, -22.0]",87.0,435,-275.79999999999995
87,"[0, 1, 0, 0, 1, 0, 0, 0, 0]",0,"[-48.0, -17.0, -64.9, -38.5, -13.8, -43.8, -2.0, -39.6, -4.7]","[-24, -9, -45, -27, -10, -17, -2, -22, -2]","[-240.0, -80.0, -199.0, -115.0, -38.0, -268.0, -0.0, -176.0, -27.0]",88.0,440,-272.3
88,"[1, 1, 0, 1, 0, 0, 1, 0, 1]",0,"[-30.5, -6.2, -81.6, -53.7, -2.1, -53.7, -5.3, -51.5, -8.8]","[-16, -6, -49, -34, -2, -20, -5, -25, -5]","[-145.0, -2.0, -326.0, -197.0, -1.0, -337.0, -3.0, -265.0, -38.0]",89.0,445,-293.40000000000003
89,"[0, 1, 1, 0, 0, 1, 1, 0, 1]",0,"[-38.2, -11.2, -72.0, -67.4, -7.2, -50.1, -11.3, -63.300000000000004, -7.2]","[-18, -9, -41, -38, -6, -17, -9, -27, -5]","[-202.0, -22.0, -310.0, -294.0, -12.0, -331.0, -23.0, -363.0, -22.0]",90.0,450,-327.90000000000003
90,"[1, 0, 0, 1, 0, 1, 0, 1, 0]",0,"[-38.8, -16.5, -58.8, -54.1, -8.7, -46.0, -16.2, -55.9, -11.2]","[-16, -11, -31, -31, -6, -19, -11, -23, -7]","[-228.0, -55.0, -278.0, -231.0, -27.0, -270.0, -52.0, -329.0, -42.0]",91.0,455,-306.2
91,"[0, 0, 0, 1, 1, 1, 0, 1, 0]",0,"[-50.0, -18.4, -47.400000000000006, -33.0, -14.5, -15.8, -22.8, -46.1, -15.3]","[-21, -10, -24, -26, -10, -13, -14, -21, -8]","[-290.0, -84.0, -234.0, -70.0, -45.0, -28.0, -88.0, -251.0, -73.0]",92.0,460,-263.3
92,"[1, 0, 0, 1, 1, 1, 1, 1, 0]",0,"[-28.9, -23.1, -47.0, -42.8, -2.0, -26.0, -25.8, -30.1, -18.8]","[-13, -11, -22, -35, -2, -20, -13, -18, -8]","[-159.0, -121.0, -250.0, -78.0, -0.0, -60.0, -128.0, -121.0, -108.0]",93.0,465,-244.50000000000003
93,"[1, 0, 1, 1, 0, 0, 0, 0, 0]",0,"[-12.2, -30.8, -42.400000000000006, -49.8, -1.2, -35.2, -33.400000000000006, -26.200000000000003, -22.3]","[-11, -14, -22, -36, -1, -22, -16, -18, -8]","[-12.0, -168.0, -204.0, -138.0, -2.0, -132.0, -174.0, -82.0, -143.0]",94.0,470,-253.5
94,"[1, 0, 0, 0, 0, 1, 1, 1, 0]",0,"[-25.2, -39.400000000000006, -43.7, -64.7, -1.7000000000000002, -33.6, -17.8, -36.5, -25.8]","[-20, -17, -26, -40, -1, -18, -11, -22, -8]","[-52.0, -224.0, -177.0, -247.0, -7.0, -156.0, -68.0, -145.0, -178.0]",95.0,475,-288.40000000000003
95,"[0, 0, 0, 0, 0, 0, 1, 1, 1]",0,"[-33.2, -45.400000000000006, -59.6, -81.6, -4.3, -43.0, -22.3, -33.9, -18.8]","[-21, -17, -35, -44, -3, -20, -18, -20, -7]","[-122.0, -284.0, -246.0, -376.0, -13.0, -230.0, -43.0, -139.0, -118.0]",96.0,480,-342.1
96,"[1, 1, 0, 1, 0, 1, 1, 0, 1]",0,"[-39.1, -47.400000000000006, -69.0, -64.6, -8.9, -42.400000000000006, -19.3, -30.3, -6.5]","[-21, -17, -36, -35, -6, -19, -15, -14, -3]","[-181.0, -304.0, -330.0, -296.0, -29.0, -234.0, -43.0, -163.0, -35.0]",97.0,485,-327.5
97,"[1, 1, 1, 0, 0, 1, 0, 0, 1]",0,"[-29.4, -39.6, -59.0, -49.0, -12.3, -24.2, -19.3, -38.8, -9.6]","[-16, -15, -31, -23, -7, -17, -12, -16, -7]","[-134.0, -246.0, -280.0, -260.0, -53.0, -72.0, -73.0, -228.0, -26.0]",98.0,490,-281.20000000000005
98,"[0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"[-7.9, -7.4, -66.7, -61.5, -13.3, -18.3, -23.3, -36.2, -14.0]","[-3, -7, -32, -33, -8, -15, -12, -16, -8]","[-49.0, -4.0, -347.0, -285.0, -53.0, -33.0, -113.0, -202.0, -60.0]",99.0,495,-248.6
99,"[0, 1, 1, 1, 1, 0, 0, 1, 1]",0,"[-11.600000000000001, -13.7, -53.900000000000006, -49.3, 0.0, -34.5, -27.3, -22.0, -17.5]","[-5, -11, -24, -28, 0, -25, -12, -12, -8]","[-66.0, -27.0, -299.0, -213.0, -0.0, -95.0, -153.0, -100.0, -95.0]",100.0,500,-229.8
100,"[0, 1, 0, 0, 1, 0, 1, 1, 1]",0,"[-13.6, -22.5, -38.900000000000006, -25.700000000000003, -3.6, -47.0, -31.5, -15.3, -15.0]","[-5, -15, -18, -17, -3, -28, -14, -12, -8]","[-86.0, -75.0, -209.0, -87.0, -6.0, -190.0, -175.0, -33.0, -70.0]",101.0,505,-213.10000000000002
101,"[0, 1, 1, 1, 0, 0, 0, 0, 0]",0,"[-15.600000000000001, -22.6, -16.0, -35.9, -4.6, -59.8, -36.0, -21.1, -10.5]","[-5, -14, -14, -22, -3, -30, -14, -14, -5]","[-106.0, -86.0, -20.0, -139.0, -16.0, -298.0, -220.0, -71.0, -55.0]",102.0,510,-222.1
102,"[0, 0, 0, 1, 1, 1, 0, 1, 0]",0,"[-18.700000000000003, -21.3, -17.0, -22.6, -7.800000000000001, -63.9, -40.5, -26.6, -16.5]","[-6, -11, -13, -17, -5, -27, -14, -16, -9]","[-127.0, -103.0, -40.0, -56.0, -28.0, -369.0, -265.0, -106.0, -75.0]",103.0,515,-234.9
103,"[0, 1, 1, 0, 1, 0, 1, 0, 0]",0,"[-23.700000000000003, -4.4, -25.6, -27.6, -9.3, -77.4, -15.4, -35.3, -20.200000000000003]","[-8, -4, -21, -17, -5, -30, -8, -18, -10]","[-157.0, -4.0, -46.0, -106.0, -43.0, -474.0, -74.0, -173.0, -102.0]",104.0,520,-238.90000000000003
104,"[0, 1, 0, 1, 1, 0, 0, 1, 0]",0,"[-28.6, -7.6, -38.2, -35.9, -9.9, -89.4, -4.7, -33.0, -28.200000000000003]","[-9, -6, -28, -22, -9, -31, -4, -16, -14]","[-196.0, -16.0, -102.0, -139.0, -9.0, -584.0, -7.0, -170.0, -142.0]",105.0,525,-275.5
105,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",0,"[-18.700000000000003, -9.6, -54.5, -51.5, -18.1, -86.9, -12.9, -24.4, -15.0]","[-10, -6, -36, -30, -14, -30, -10, -15, -11]","[-87.0, -36.0, -185.0, -215.0, -41.0, -569.0, -29.0, -94.0, -40.0]",106.0,530,-291.6
106,"[0, 0, 0, 1, 1, 0, 0, 1, 0]",0,"[-13.3, -14.8, -68.4, -40.3, -9.8, -73.1, -20.6, -21.2, -12.9]","[-6, -9, -40, -25, -8, -26, -14, -18, -7]","[-73.0, -58.0, -284.0, -153.0, -18.0, -471.0, -66.0, -32.0, -59.0]",107.0,535,-274.4
107,"[1, 0, 0, 1, 1, 1, 1, 1, 0]",0,"[-10.5, -26.3, -80.30000000000001, -32.8, -19.8, -24.9, -22.4, -24.7, -17.1]","[-6, -16, -41, -26, -15, -15, -14, -18, -9]","[-45.0, -103.0, -393.0, -68.0, -48.0, -99.0, -84.0, -67.0, -81.0]",108.0,540,-258.8
108,"[0, 1, 0, 1, 1, 1, 1, 1, 0]",0,"[-15.7, -28.9, -94.9, -23.6, -12.9, -19.9, -17.0, -27.9, -19.6]","[-8, -14, -44, -19, -9, -17, -10, -19, -9]","[-77.0, -149.0, -509.0, -46.0, -39.0, -29.0, -70.0, -89.0, -106.0]",109.0,545,-260.4
109,"[1, 1, 1, 0, 1, 0, 1, 0, 0]",0,"[-12.5, -27.3, -95.7, -38.2, -21.7, -37.7, -12.1, -28.3, -24.3]","[-7, -12, -43, -27, -14, -28, -10, -19, -11]","[-55.0, -153.0, -527.0, -112.0, -77.0, -97.0, -21.0, -93.0, -133.0]",110.0,550,-297.8
110,"[0, 1, 0, 1, 1, 0, 1, 0, 0]",0,"[-21.6, -12.7, -59.3, -51.2, -13.3, -51.1, -18.7, -26.5, -27.7]","[-12, -9, -34, -31, -11, -32, -13, -16, -11]","[-96.0, -37.0, -253.0, -202.0, -23.0, -191.0, -57.0, -105.0, -167.0]",111.0,555,-282.1
111,"[0, 1, 0, 0, 1, 1, 0, 1, 1]",0,"[-32.1, -11.5, -28.6, -62.1, -13.8, -62.400000000000006, -28.9, -17.0, -30.0]","[-17, -10, -20, -32, -10, -32, -18, -12, -13]","[-151.0, -15.0, -86.0, -301.0, -38.0, -304.0, -109.0, -50.0, -170.0]",112.0,560,-286.4
112,"[1, 0, 1, 0, 0, 0, 0, 0, 1]",0,"[-27.8, -16.9, -14.4, -73.6, -27.200000000000003, -75.1, -34.900000000000006, -16.5, -9.0]","[-14, -12, -14, -33, -19, -33, -18, -9, -5]","[-138.0, -49.0, -4.0, -406.0, -82.0, -421.0, -169.0, -75.0, -40.0]",113.0,565,-295.4
113,"[0, 1, 1, 1, 0, 1, 0, 0, 1]",0,"[-27.6, -23.3, -28.4, -61.300000000000004, -37.0, -78.1, -44.3, -26.5, -10.0]","[-10, -14, -24, -28, -22, -33, -21, -14, -9]","[-176.0, -93.0, -44.0, -333.0, -150.0, -451.0, -233.0, -125.0, -10.0]",114.0,570,-336.5
114,"[1, 0, 0, 1, 1, 0, 0, 1, 0]",0,"[-24.6, -31.1, -50.5, -44.2, -36.6, -73.4, -51.3, -27.9, -11.0]","[-13, -17, -38, -28, -24, -31, -21, -16, -8]","[-116.0, -141.0, -125.0, -162.0, -126.0, -424.0, -303.0, -119.0, -30.0]",115.0,575,-350.6
115,"[1, 0, 0, 1, 0, 1, 1, 1, 1]",0,"[-10.8, -39.2, -68.9, -23.2, -35.0, -35.1, -42.8, -29.9, -10.8]","[-9, -19, -45, -19, -18, -21, -17, -15, -7]","[-18.0, -202.0, -239.0, -42.0, -170.0, -141.0, -258.0, -149.0, -38.0]",116.0,580,-295.7
116,"[1, 0, 0, 1, 0, 1, 1, 0, 0]",0,"[-22.0, -45.7, -85.6, -45.5, -45.6, -23.6, -32.2, -36.400000000000006, -12.8]","[-17, -19, -48, -34, -22, -21, -16, -15, -7]","[-50.0, -267.0, -376.0, -115.0, -236.0, -26.0, -162.0, -214.0, -58.0]",117.0,585,-349.40000000000003
117,"[0, 0, 1, 0, 1, 0, 1, 0, 1]",0,"[-27.5, -52.2, -103.0, -57.900000000000006, -50.2, -39.8, -24.4, -42.900000000000006, -14.8]","[-17, -19, -51, -35, -21, -30, -20, -15, -7]","[-105.0, -332.0, -520.0, -229.0, -292.0, -98.0, -44.0, -279.0, -78.0]",118.0,590,-412.70000000000005
118,"[0, 0, 0, 0, 0, 1, 0, 1, 1]",0,"[-40.3, -60.800000000000004, -119.5, -74.30000000000001, -56.7, -58.2, -20.1, -37.2, -2.7]","[-23, -21, -53, -39, -21, -37, -13, -13, -1]","[-173.0, -398.0, -665.0, -353.0, -357.0, -212.0, -71.0, -242.0, -17.0]",119.0,595,-469.8
119,"[0, 0, 0, 0, 1, 1, 0, 1, 0]",0,"[-47.8, -65.2, -135.4, -90.7, -16.3, -64.4, -24.6, -24.9, -5.6]","[-23, -19, -54, -42, -9, -36, -13, -12, -3]","[-248.0, -462.0, -814.0, -487.0, -73.0, -284.0, -116.0, -129.0, -26.0]",120.0,600,-474.90000000000003
120,"[0, 0, 1, 1, 1, 1, 0, 1, 1]",0,"[-57.6, -74.30000000000001, -101.9, -80.5, -12.1, -40.7, -31.6, -14.9, -2.9]","[-25, -21, -41, -36, -11, -27, -15, -13, -2]","[-326.0, -533.0, -609.0, -445.0, -11.0, -137.0, -166.0, -19.0, -9.0]",121.0,605,-416.5
121,"[0, 1, 1, 1, 0, 0, 0, 0, 1]",0,"[-67.4, -77.7, -68.7, -62.2, -23.9, -17.2, -36.6, -22.4, -3.4]","[-26, -22, -41, -35, -19, -14, -15, -16, -3]","[-414.0, -557.0, -277.0, -272.0, -49.0, -32.0, -216.0, -64.0, -4.0]",122.0,610,-379.5
122,"[1, 1, 1, 0, 1, 0, 1, 1, 1]",0,"[-61.800000000000004, -20.9, -55.8, -53.5, -36.0, -23.1, -41.6, -29.200000000000003, -4.3]","[-24, -8, -39, -35, -25, -16, -15, -18, -3]","[-378.0, -129.0, -168.0, -185.0, -110.0, -71.0, -266.0, -112.0, -13.0]",123.0,615,-326.2
123,"[1, 1, 0, 1, 0, 1, 1, 1, 1]",0,"[-46.5, -17.8, -74.4, -47.7, -37.6, -33.5, -26.900000000000002, -37.1, -4.3]","[-20, -15, -47, -37, -21, -20, -10, -24, -3]","[-265.0, -28.0, -274.0, -107.0, -166.0, -135.0, -169.0, -131.0, -13.0]",124.0,620,-325.8
124,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",0,"[-37.5, -19.2, -88.4, -63.7, -46.400000000000006, -46.1, -17.700000000000003, -33.4, -5.300000000000001]","[-22, -13, -48, -43, -23, -24, -4, -20, -3]","[-155.0, -62.0, -404.0, -207.0, -234.0, -221.0, -137.0, -134.0, -23.0]",125.0,625,-357.7
125,"[1, 0, 0, 0, 1, 1, 0, 0, 1]",0,"[-23.4, -23.700000000000003, -101.4, -80.5, -17.1, -47.7, -22.0, -26.1, -3.4000000000000004]","[-18, -13, -48, -45, -11, -21, -6, -16, -2]","[-54.0, -107.0, -534.0, -355.0, -61.0, -267.0, -160.0, -101.0, -14.0]",126.0,630,-345.29999999999995
126,"[0, 1, 1, 0, 1, 1, 0, 1, 1]",0,"[-33.0, -28.200000000000003, -114.4, -98.80000000000001, -16.4, -47.7, -27.0, -16.2, -1.3]","[-22, -13, -48, -48, -15, -22, -8, -9, -1]","[-110.0, -152.0, -664.0, -508.0, -14.0, -257.0, -190.0, -72.0, -3.0]",127.0,635,-383.00000000000006
127,"[1, 0, 1, 1, 1, 1, 1, 1, 0]",0,"[-41.900000000000006, -32.8, -90.80000000000001, -88.5, -25.3, -30.700000000000003, -11.9, -25.9, -3.1]","[-24, -13, -39, -40, -19, -18, -5, -15, -2]","[-179.0, -198.0, -518.0, -485.0, -63.0, -127.0, -69.0, -109.0, -11.0]",128.0,640,-350.90000000000003
128,"[0, 1, 0, 1, 1, 1, 0, 0, 1]",0,"[-51.7, -39.8, -52.900000000000006, -70.5, -31.8, -20.9, -7.300000000000001, -38.2, -6.7]","[-26, -15, -25, -37, -20, -18, -4, -21, -4]","[-257.0, -248.0, -279.0, -335.0, -118.0, -29.0, -33.0, -172.0, -27.0]",129.0,645,-319.8
129,"[1, 1, 1, 1, 0, 1, 0, 1, 0]",0,"[-51.3, -6.1, -28.1, -38.6, -45.400000000000006, -30.200000000000003, -8.3, -27.5, -11.0]","[-26, -5, -25, -32, -27, -22, -4, -18, -6]","[-253.0, -11.0, -31.0, -66.0, -184.0, -82.0, -43.0, -95.0, -50.0]",130.0,650,-246.5
130,"[1, 0, 0, 1, 1, 0, 1, 1, 1]",0,"[-32.2, -1.5, -43.1, -54.5, -23.9, -41.0, -2.0, -33.5, -14.0]","[-21, -1, -35, -43, -18, -25, -2, -22, -6]","[-112.0, -5.0, -81.0, -115.0, -59.0, -160.0, -0.0, -115.0, -80.0]",131.0,655,-245.70000000000002
131,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-28.1, -2.0, -55.7, -74.6, -18.6, -41.7, -6.4, -28.200000000000003, -17.0]","[-23, -1, -39, -49, -17, -23, -6, -20, -6]","[-51.0, -10.0, -167.0, -256.0, -16.0, -187.0, -4.0, -82.0, -110.0]",132.0,660,-272.3
132,"[1, 0, 1, 0, 0, 1, 0, 1, 1]",0,"[-28.1, -2.5, -61.400000000000006, -93.9, -38.9, -30.4, -16.5, -26.3, -8.5]","[-23, -1, -40, -52, -30, -20, -14, -19, -3]","[-51.0, -15.0, -214.0, -419.0, -89.0, -104.0, -25.0, -73.0, -55.0]",133.0,665,-306.5
133,"[1, 0, 0, 0, 1, 0, 1, 1, 0]",0,"[-37.8, -6.6, -82.0, -110.9, -37.4, -14.3, -20.7, -23.6, 0.0]","[-27, -4, -48, -52, -23, -12, -16, -17, 0]","[-108.0, -26.0, -340.0, -589.0, -144.0, -23.0, -47.0, -66.0, -0.0]",134.0,670,-333.3
134,"[1, 1, 1, 0, 0, 0, 1, 1, 1]",0,"[-36.0, -2.5, -98.0, -130.3, -44.400000000000006, -20.3, -28.3, -30.1, -3.6]","[-24, -2, -50, -54, -23, -14, -19, -21, -3]","[-120.0, -5.0, -480.0, -763.0, -214.0, -63.0, -93.0, -91.0, -6.0]",135.0,675,-393.50000000000006
135,"[1, 1, 1, 0, 1, 0, 1, 0, 0]",0,"[-30.0, -3.3, -77.80000000000001, -152.3, -54.2, -29.1, -23.1, -26.6, -8.5]","[-24, -3, -42, -58, -25, -17, -15, -17, -6]","[-60.0, -3.0, -358.0, -943.0, -292.0, -121.0, -81.0, -96.0, -25.0]",136.0,680,-404.90000000000003
136,"[1, 0, 1, 0, 1, 1, 1, 0, 1]",0,"[-25.5, -14.6, -75.6, -172.10000000000002, -22.9, -35.5, -15.0, -22.9, -11.0]","[-23, -12, -46, -59, -16, -18, -13, -13, -6]","[-25.0, -26.0, -296.0, -1131.0, -69.0, -175.0, -20.0, -99.0, -50.0]",137.0,685,-395.1
137,"[1, 0, 1, 0, 0, 1, 1, 0, 0]",0,"[-36.0, -13.100000000000001, -68.6, -193.3, -3.3, -37.2, -14.2, -21.9, -13.5]","[-29, -8, -45, -61, -2, -15, -12, -9, -6]","[-70.0, -51.0, -236.0, -1323.0, -13.0, -222.0, -22.0, -129.0, -75.0]",138.0,690,-401.1
138,"[0, 0, 0, 1, 1, 1, 1, 0, 0]",0,"[-53.3, -21.200000000000003, -67.9, -177.5, -13.0, -36.400000000000006, -23.7, -24.9, -19.3]","[-39, -12, -51, -56, -10, -16, -18, -9, -9]","[-143.0, -92.0, -169.0, -1215.0, -30.0, -204.0, -57.0, -159.0, -103.0]",139.0,695,-437.2
139,"[0, 1, 0, 0, 0, 1, 0, 0, 1]",0,"[-66.6, -31.3, -82.1, -134.2, -21.9, -19.1, -29.700000000000003, -30.3, -19.8]","[-43, -17, -52, -45, -15, -10, -19, -11, -8]","[-236.0, -143.0, -301.0, -892.0, -69.0, -91.0, -107.0, -193.0, -118.0]",140.0,700,-435.0
140,"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,"[-76.6, -40.7, -106.30000000000001, -96.9, -28.6, -17.6, -25.0, -39.6, -11.7]","[-43, -20, -60, -33, -17, -15, -16, -15, -6]","[-336.0, -207.0, -463.0, -639.0, -116.0, -26.0, -90.0, -246.0, -57.0]",141.0,705,-443.0
141,"[1, 1, 0, 1, 0, 1, 0, 0, 0]",0,"[-73.4, -23.5, -123.30000000000001, -104.9, -30.9, -25.9, -10.6, -49.8, -5.8]","[-39, -9, -60, -32, -15, -19, -8, -19, -4]","[-344.0, -145.0, -633.0, -729.0, -159.0, -69.0, -26.0, -308.0, -18.0]",142.0,710,-448.1
142,"[1, 1, 0, 1, 1, 1, 1, 1, 1]",0,"[-62.3, -22.9, -140.3, -64.0, -27.0, -27.9, -11.9, -30.900000000000002, -3.3]","[-37, -14, -60, -31, -12, -19, -8, -9, -3]","[-253.0, -89.0, -803.0, -330.0, -150.0, -89.0, -39.0, -219.0, -3.0]",143.0,715,-390.5
143,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",0,"[-39.8, -19.7, -158.8, -43.9, -31.0, -26.5, -16.7, -35.6, -9.0]","[-30, -15, -61, -34, -12, -17, -15, -10, -7]","[-98.0, -47.0, -978.0, -99.0, -190.0, -95.0, -17.0, -256.0, -20.0]",144.0,720,-381.00000000000006
144,"[1, 1, 1, 1, 1, 1, 0, 0, 0]",0,"[-39.0, -26.8, -130.8, -55.4, -31.200000000000003, -14.6, -26.3, -41.1, -17.8]","[-33, -17, -52, -42, -11, -11, -21, -11, -12]","[-60.0, -98.0, -788.0, -134.0, -202.0, -36.0, -53.0, -301.0, -58.0]",145.0,725,-383.00000000000006
145,"[1, 1, 0, 0, 1, 1, 0, 0, 1]",0,"[-39.3, -14.7, -90.1, -48.3, -5.7, -18.5, -39.6, -47.1, -18.200000000000003]","[-32, -9, -35, -32, -5, -16, -28, -12, -10]","[-73.0, -57.0, -551.0, -163.0, -7.0, -25.0, -116.0, -351.0, -82.0]",146.0,730,-321.49999999999994
146,"[1, 0, 1, 0, 1, 1, 0, 0, 0]",0,"[-40.6, -19.200000000000003, -91.5, -60.6, -5.6, -24.3, -51.5, -52.1, -23.200000000000003]","[-32, -9, -41, -34, -5, -18, -32, -12, -10]","[-86.0, -102.0, -505.0, -266.0, -6.0, -63.0, -195.0, -401.0, -132.0]",147.0,735,-368.59999999999997
147,"[0, 0, 0, 0, 1, 0, 1, 0, 0]",0,"[-40.8, -25.0, -112.2, -71.1, -9.5, -35.5, -63.7, -57.1, -28.2]","[-32, -10, -51, -34, -7, -22, -36, -12, -10]","[-88.0, -150.0, -612.0, -371.0, -25.0, -135.0, -277.0, -451.0, -182.0]",148.0,740,-443.1
148,"[1, 0, 0, 0, 0, 0, 1, 1, 1]",0,"[-44.4, -30.0, -125.7, -84.0, -11.5, -43.5, -58.0, -39.0, -22.700000000000003]","[-35, -10, -53, -36, -7, -22, -36, -9, -8]","[-94.0, -200.0, -727.0, -480.0, -45.0, -215.0, -220.0, -300.0, -147.0]",149.0,745,-458.8
149,"[0, 0, 0, 1, 1, 1, 0, 0, 1]",0,"[-41.1, -35.0, -144.3, -96.2, -19.2, -43.900000000000006, -45.2, -46.300000000000004, -10.7]","[-30, -10, -57, -37, -12, -21, -31, -12, -6]","[-111.0, -250.0, -873.0, -592.0, -72.0, -229.0, -142.0, -343.0, -47.0]",150.0,750,-481.90000000000003
150,"[0, 1, 1, 1, 1, 1, 1, 1, 1]",0,"[-50.5, -30.1, -153.8, -71.1, -13.3, -16.8, -38.7, -19.0, -11.8]","[-32, -10, -54, -32, -12, -12, -29, -7, -10]","[-185.0, -201.0, -998.0, -391.0, -13.0, -48.0, -97.0, -120.0, -18.0]",151.0,755,-405.1
151,"[0, 1, 0, 1, 1, 1, 1, 0, 1]",0,"[-58.5, -19.6, -172.60000000000002, -25.9, -11.1, -19.5, -41.5, -25.5, -17.2]","[-32, -11, -58, -23, -10, -17, -31, -10, -12]","[-265.0, -86.0, -1146.0, -29.0, -11.0, -25.0, -105.0, -155.0, -52.0]",152.0,760,-391.40000000000003
152,"[1, 1, 1, 0, 0, 1, 0, 1, 1]",0,"[-66.6, -11.3, -193.20000000000002, -48.2, -17.2, -36.1, -50.2, -13.3, -16.6]","[-33, -9, -62, -40, -14, -27, -39, -7, -11]","[-336.0, -23.0, -1312.0, -82.0, -32.0, -91.0, -112.0, -63.0, -56.0]",153.0,765,-452.70000000000005
153,"[1, 0, 1, 0, 0, 0, 1, 0, 0]",0,"[-56.900000000000006, -24.5, -170.2, -63.1, -23.1, -47.0, -63.1, -22.0, -10.7]","[-31, -18, -51, -44, -16, -28, -46, -12, -7]","[-259.0, -65.0, -1192.0, -191.0, -71.0, -190.0, -171.0, -100.0, -37.0]",154.0,770,-480.59999999999997
154,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",0,"[-44.3, -24.5, -130.5, -76.0, -27.1, -57.5, -58.5, -27.9, -7.6]","[-30, -15, -36, -44, -16, -28, -43, -13, -5]","[-143.0, -95.0, -945.0, -320.0, -111.0, -295.0, -155.0, -149.0, -26.0]",155.0,775,-453.90000000000003
155,"[1, 0, 1, 0, 1, 1, 0, 0, 0]",0,"[-32.9, -25.5, -107.9, -90.4, -26.3, -58.300000000000004, -51.0, -34.2, -10.0]","[-27, -11, -31, -45, -14, -26, -40, -14, -6]","[-59.0, -145.0, -769.0, -454.0, -123.0, -323.0, -110.0, -202.0, -40.0]",156.0,780,-436.5
156,"[1, 0, 1, 0, 0, 0, 1, 1, 1]",0,"[-43.1, -31.0, -71.4, -108.80000000000001, -29.8, -57.0, -56.1, -22.3, -8.5]","[-32, -11, -42, -49, -14, -27, -43, -8, -6]","[-111.0, -200.0, -294.0, -598.0, -158.0, -300.0, -131.0, -143.0, -25.0]",157.0,785,-428.0
157,"[0, 1, 1, 1, 1, 1, 0, 0, 0]",0,"[-58.3, -25.6, -63.5, -115.2, -37.5, -32.3, -70.7, -26.8, -13.0]","[-38, -9, -44, -51, -18, -17, -47, -9, -8]","[-203.0, -166.0, -195.0, -642.0, -195.0, -153.0, -237.0, -178.0, -50.0]",158.0,790,-442.90000000000003
158,"[1, 0, 0, 0, 0, 0, 1, 0, 0]",0,"[-50.7, -11.600000000000001, -67.6, -121.2, -42.8, -23.200000000000003, -73.3, -34.2, -18.4]","[-33, -5, -50, -44, -19, -12, -51, -12, -10]","[-177.0, -66.0, -176.0, -772.0, -238.0, -112.0, -223.0, -222.0, -84.0]",159.0,795,-443.0
159,"[1, 0, 0, 0, 0, 1, 1, 1, 1]",0,"[-39.6, 0.0, -83.5, -137.0, -46.5, -13.4, -67.5, -20.6, -23.0]","[-30, 0, -54, -46, -18, -10, -48, -8, -11]","[-96.0, -0.0, -295.0, -910.0, -285.0, -34.0, -195.0, -126.0, -120.0]",160.0,800,-431.1
